item_id,category,timestamp,holiday,prevdaysales1,prevdaysales2,prevdaysales3,prevdaysales4,prevdaysales5,prevdaysales6,temperature,weather,demand
75240713,3,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
28897794,3,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
11098183,3,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
16788277,3,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
19022266,1,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
20230910,3,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
11138126,3,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
33945594,2,2018-07-28,0,0,0,0,0,0,0,13.4,521.0,0
19640953,1,2018-07-29,0,8,7,7,2,8,4,15.9,803.0,8
98708374,1,2018-07-29,0,14,26,21,18,20,16,15.9,803.0,18
44474798,1,2018-07-29,0,4,2,2,2,3,0,15.9,803.0,3
24865326,1,2018-07-29,0,2,3,4,2,3,4,15.9,803.0,2
26915716,1,2018-07-29,0,10,6,7,7,11,8,15.9,803.0,5
76228863,1,2018-07-29,0,2,4,3,3,3,3,15.9,803.0,3
10995837,1,2018-07-29,0,6,7,9,4,6,4,15.9,803.0,4
10919621,1,2018-07-29,0,5,9,10,8,7,5,15.9,803.0,3
63867357,1,2018-07-29,0,3,4,3,3,4,4,15.9,803.0,3
16571780,1,2018-07-29,0,3,4,3,1,3,2,15.9,803.0,1
26465687,1,2018-07-29,0,3,4,7,3,4,3,15.9,803.0,2
16006426,2,2018-07-29,0,1,4,5,4,1,3,15.9,803.0,2
63219604,2,2018-07-29,0,0,3,1,3,4,1,15.9,803.0,2
10640520,1,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
33516580,2,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
36878167,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
26028794,1,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
22749002,2,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
14137429,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
22182897,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
23182376,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
64754890,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
18070825,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
84383012,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
75240713,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
54395960,2,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
28897794,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
11098183,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
16788277,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
19022266,1,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
20230910,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
11138126,3,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
33945594,2,2018-07-29,0,0,0,0,0,0,0,15.9,803.0,0
15956084,1,2018-07-30,0,0,0,10,2,3,5,17.2,803.0,2
21477832,1,2018-07-30,0,8,8,7,7,2,8,17.2,803.0,9
32399750,1,2018-07-30,0,18,14,26,21,18,20,17.2,803.0,19
39983827,1,2018-07-30,0,2,2,3,4,2,3,17.2,803.0,17
33344100,1,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,1
65995088,1,2018-07-30,0,5,10,6,7,7,11,17.2,803.0,9
29552879,1,2018-07-30,0,3,2,4,3,3,3,17.2,803.0,1
60821893,1,2018-07-30,0,4,6,7,9,4,6,17.2,803.0,3
45685401,1,2018-07-30,0,3,4,2,2,2,3,17.2,803.0,1
10891249,1,2018-07-30,0,1,3,4,3,1,3,17.2,803.0,2
17514125,1,2018-07-30,0,3,5,9,10,8,7,17.2,803.0,10
11444432,1,2018-07-30,0,3,3,4,3,3,4,17.2,803.0,1
94573414,1,2018-07-30,0,2,3,4,7,3,4,17.2,803.0,4
93699569,2,2018-07-30,0,0,5,6,4,3,3,17.2,803.0,4
21489478,2,2018-07-30,0,0,0,4,2,7,4,17.2,803.0,3
43098948,2,2018-07-30,0,2,1,4,5,4,1,17.2,803.0,4
91251013,3,2018-07-30,0,0,0,3,5,1,5,17.2,803.0,1
95101614,3,2018-07-30,0,0,0,1,0,0,2,17.2,803.0,1
16600764,3,2018-07-30,0,0,0,4,5,2,2,17.2,803.0,2
51605370,3,2018-07-30,0,0,0,0,2,1,1,17.2,803.0,1
22828629,3,2018-07-30,0,0,1,2,4,0,4,17.2,803.0,1
63219604,2,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
22182897,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
23182376,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
64754890,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
75240713,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
54395960,2,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
11098183,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
16788277,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
19022266,1,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
20230910,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
11138126,3,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
33945594,2,2018-07-30,0,0,0,0,0,0,0,17.2,803.0,0
18874909,1,2018-07-31,0,2,0,0,10,2,3,17.9,803.0,5
84617521,1,2018-07-31,0,9,8,8,7,7,2,17.9,803.0,6
83523832,1,2018-07-31,0,19,18,14,26,21,18,17.9,803.0,16
27779551,1,2018-07-31,0,1,3,4,2,2,2,17.9,803.0,3
27720930,1,2018-07-31,0,9,5,10,6,7,7,17.9,803.0,7
99602993,1,2018-07-31,0,1,3,2,4,3,3,17.9,803.0,1
28216422,1,2018-07-31,0,3,4,6,7,9,4,17.9,803.0,4
18508001,1,2018-07-31,0,2,1,3,4,3,1,17.9,803.0,2
29039415,1,2018-07-31,0,1,3,3,4,3,3,17.9,803.0,4
14659762,1,2018-07-31,0,4,2,3,4,7,3,17.9,803.0,4
28468091,1,2018-07-31,0,10,3,5,9,10,8,17.9,803.0,6
30516989,1,2018-07-31,0,17,2,2,3,4,2,17.9,803.0,4
28225181,2,2018-07-31,0,4,0,5,6,4,3,17.9,803.0,4
24170008,2,2018-07-31,0,3,0,0,4,2,7,17.9,803.0,6
23661806,2,2018-07-31,0,0,2,0,3,1,3,17.9,803.0,2
29326359,2,2018-07-31,0,4,2,1,4,5,4,17.9,803.0,3
25112680,2,2018-07-31,0,0,0,1,4,3,2,17.9,803.0,2
29999649,3,2018-07-31,0,1,0,0,3,5,1,17.9,803.0,5
14200612,3,2018-07-31,0,2,0,0,4,5,2,17.9,803.0,2
31061149,3,2018-07-31,0,1,0,0,0,2,1,17.9,803.0,1
24084944,3,2018-07-31,0,1,0,1,2,4,0,17.9,803.0,3
58079997,3,2018-07-31,0,1,0,0,1,0,0,17.9,803.0,1
33344100,1,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
22182897,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
23182376,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
64754890,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
75240713,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
11098183,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
16788277,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
19022266,1,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
20230910,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
11138126,3,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
33945594,2,2018-07-31,0,0,0,0,0,0,0,17.9,803.0,0
