dt,dt_iso,timezone,city_name,lat,lon,temp,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1586440800,2020-04-09 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.51,4.1,80,,,,,100,804,Clouds,overcast clouds,04d
1586444400,2020-04-09 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.28,5.1,80,,,,,100,804,Clouds,overcast clouds,04d
1586448000,2020-04-09 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.83,3.6,100,,,,,100,804,Clouds,overcast clouds,04d
1586451600,2020-04-09 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.26,3.1,80,,,,,0,800,Clear,sky is clear,01d
1586455200,2020-04-09 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.82,2.6,100,,,,,0,800,Clear,sky is clear,01d
1586458800,2020-04-09 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.78,2.6,100,,,,,0,800,Clear,sky is clear,01d
1586462400,2020-04-09 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.61,2.1,90,,,,,100,804,Clouds,overcast clouds,04n
1586466000,2020-04-09 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.16,1.5,90,,,,,100,804,Clouds,overcast clouds,04n
1586469600,2020-04-09 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.58,1,0,,,,,100,804,Clouds,overcast clouds,04n
1586473200,2020-04-09 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.84,1,60,,,,,0,800,Clear,sky is clear,01n
1586476800,2020-04-10 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.97,1.5,100,,,,,0,800,Clear,sky is clear,01n
1586480400,2020-04-10 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.26,1,90,,,,,0,800,Clear,sky is clear,01n
1586484000,2020-04-10 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.44,1.5,100,,,,,100,804,Clouds,overcast clouds,04n
1586487600,2020-04-10 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.55,0.5,360,,,,,100,804,Clouds,overcast clouds,04n
1586491200,2020-04-10 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.54,1.5,0,,,,,100,804,Clouds,overcast clouds,04n
1586494800,2020-04-10 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.54,3.1,100,,,,,0,800,Clear,sky is clear,01n
1586498400,2020-04-10 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.26,2.6,30,,,,,0,800,Clear,sky is clear,01d
1586502000,2020-04-10 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.65,2.1,80,,,,,0,800,Clear,sky is clear,01d
1586505600,2020-04-10 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.78,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1586509200,2020-04-10 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.03,2.6,110,,,,,75,803,Clouds,broken clouds,04d
1586512800,2020-04-10 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.09,2.6,100,,,,,75,803,Clouds,broken clouds,04d
1586516400,2020-04-10 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.7,2.6,90,,,,,75,803,Clouds,broken clouds,04d
1586520000,2020-04-10 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.37,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1586523600,2020-04-10 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.68,2.6,90,,,,,75,803,Clouds,broken clouds,04d
1586527200,2020-04-10 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.06,2.6,100,,,,,100,804,Clouds,overcast clouds,04d
1586530800,2020-04-10 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.95,1,0,,,,,100,804,Clouds,overcast clouds,04d
1586534400,2020-04-10 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.47,1.5,0,,,,,100,804,Clouds,overcast clouds,04d
1586538000,2020-04-10 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.73,2.1,110,,,,,75,803,Clouds,broken clouds,04d
1586541600,2020-04-10 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.13,0.5,0,,,,,75,803,Clouds,broken clouds,04d
1586545200,2020-04-10 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.35,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1586548800,2020-04-10 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.05,1,0,,,,,75,803,Clouds,broken clouds,04n
1586552400,2020-04-10 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.04,2.1,250,,,,,100,804,Clouds,overcast clouds,04n
1586556000,2020-04-10 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.09,1.5,340,,,,,75,803,Clouds,broken clouds,04n
1586559600,2020-04-10 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.61,0.5,210,,,,,75,803,Clouds,broken clouds,04n
1586563200,2020-04-11 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.09,1.5,250,,,,,75,803,Clouds,broken clouds,04n
1586566800,2020-04-11 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.41,1.5,230,,,,,75,803,Clouds,broken clouds,04n
1586570400,2020-04-11 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.46,2.1,270,,,,,75,803,Clouds,broken clouds,04n
1586574000,2020-04-11 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.25,2.6,270,,,,,75,803,Clouds,broken clouds,04n
1586577600,2020-04-11 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.69,2.1,270,,,,,75,803,Clouds,broken clouds,04n
1586581200,2020-04-11 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.22,2.6,260,,,,,75,803,Clouds,broken clouds,04n
1586584800,2020-04-11 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.16,2.6,250,,,,,75,803,Clouds,broken clouds,04d
1586588400,2020-04-11 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.84,2.1,240,,,,,75,803,Clouds,broken clouds,04d
1586592000,2020-04-11 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.72,4.6,260,,,,,20,801,Clouds,few clouds,02d
1586595600,2020-04-11 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.59,4.6,260,,,,,20,801,Clouds,few clouds,02d
1586599200,2020-04-11 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.31,5.7,270,,,,,40,802,Clouds,scattered clouds,03d
1586602800,2020-04-11 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.82,7.2,280,,,,,75,803,Clouds,broken clouds,04d
1586606400,2020-04-11 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.1,4.6,250,,,,,75,803,Clouds,broken clouds,04d
1586610000,2020-04-11 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.76,4.6,250,,,,,20,801,Clouds,few clouds,02d
1586613600,2020-04-11 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.63,4.1,240,,,,,20,801,Clouds,few clouds,02d
1586617200,2020-04-11 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.99,4.1,250,,,,,20,801,Clouds,few clouds,02d
1586620800,2020-04-11 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.74,3.6,270,,,,,40,802,Clouds,scattered clouds,03d
1586624400,2020-04-11 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.95,4.1,270,,,,,40,802,Clouds,scattered clouds,03d
1586628000,2020-04-11 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.73,4.6,280,,,,,40,802,Clouds,scattered clouds,03d
1586631600,2020-04-11 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.17,3.6,290,,,,,40,802,Clouds,scattered clouds,03d
1586635200,2020-04-11 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.81,3.1,270,,,,,40,802,Clouds,scattered clouds,03n
1586638800,2020-04-11 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.54,4.6,270,,,,,40,802,Clouds,scattered clouds,03n
1586642400,2020-04-11 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.44,3.6,250,,,,,75,803,Clouds,broken clouds,04n
1586646000,2020-04-11 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.61,3.1,240,,,,,75,803,Clouds,broken clouds,04n
1586649600,2020-04-12 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.07,3.1,260,,,,,75,803,Clouds,broken clouds,04n
1586653200,2020-04-12 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.55,2.6,260,,,,,75,803,Clouds,broken clouds,04n
1586656800,2020-04-12 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.63,5.1,280,,,,,75,803,Clouds,broken clouds,04n
1586660400,2020-04-12 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.65,2.6,260,,,,,75,803,Clouds,broken clouds,04n
1586664000,2020-04-12 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.75,3.6,290,,,,,75,803,Clouds,broken clouds,04n
1586667600,2020-04-12 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.11,4.6,290,,,,,75,300,Drizzle,light intensity drizzle,09n
1586671200,2020-04-12 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.61,2.6,270,,,,,75,803,Clouds,broken clouds,04d
1586674800,2020-04-12 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.57,3.6,280,,,,,75,803,Clouds,broken clouds,04d
1586678400,2020-04-12 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.29,3.1,310,0.25,,,,75,300,Drizzle,light intensity drizzle,09d
1586678400,2020-04-12 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.29,3.1,310,0.25,,,,75,500,Rain,light rain,10d
1586682000,2020-04-12 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.84,5.1,10,1.27,,,,75,501,Rain,moderate rain,10d
1586685600,2020-04-12 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.61,6.2,50,1.02,,,,75,501,Rain,moderate rain,10d
1586689200,2020-04-12 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.94,7.2,50,0.38,,,,75,500,Rain,light rain,10d
1586692800,2020-04-12 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.73,6.7,40,0.38,,,,75,500,Rain,light rain,10d
1586696400,2020-04-12 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.41,6.7,40,0.33,,,,75,300,Drizzle,light intensity drizzle,09d
1586700000,2020-04-12 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.37,7.2,40,0.5,,,,75,500,Rain,light rain,10d
1586703600,2020-04-12 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.43,8.2,30,,,,,75,803,Clouds,broken clouds,04d
1586707200,2020-04-12 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.85,7.7,30,,,,,75,803,Clouds,broken clouds,04d
1586710800,2020-04-12 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.65,8.7,30,,,,,75,803,Clouds,broken clouds,04d
1586714400,2020-04-12 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.65,9.3,20,,,,,75,803,Clouds,broken clouds,04d
1586718000,2020-04-12 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.68,9.3,20,,,,,75,803,Clouds,broken clouds,04d
1586721600,2020-04-12 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.36,8.2,20,,,,,75,803,Clouds,broken clouds,04n
1586725200,2020-04-12 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.98,7.2,30,,,,,75,803,Clouds,broken clouds,04n
1586728800,2020-04-12 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.17,6.2,40,,,,,75,803,Clouds,broken clouds,04n
1586732400,2020-04-12 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.89,7.2,50,,,,,75,803,Clouds,broken clouds,04n
1586736000,2020-04-13 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.49,8.2,50,,,,,75,803,Clouds,broken clouds,04n
1586739600,2020-04-13 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.96,8.7,60,,,,,75,803,Clouds,broken clouds,04n
1586743200,2020-04-13 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.67,7.7,60,,,,,75,803,Clouds,broken clouds,04n
1586746800,2020-04-13 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.3,8.2,70,,,,,75,803,Clouds,broken clouds,04n
1586750400,2020-04-13 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.88,7.7,60,,,,,75,803,Clouds,broken clouds,04n
1586754000,2020-04-13 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.61,6.2,60,,,,,75,803,Clouds,broken clouds,04n
1586757600,2020-04-13 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.24,7.2,70,,,,,75,803,Clouds,broken clouds,04d
1586761200,2020-04-13 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.46,8.7,80,,,,,75,803,Clouds,broken clouds,04d
1586764800,2020-04-13 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.57,9.8,80,,,,,75,803,Clouds,broken clouds,04d
1586768400,2020-04-13 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.85,10.3,90,,,,,75,803,Clouds,broken clouds,04d
1586772000,2020-04-13 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.05,8.7,80,,,,,75,803,Clouds,broken clouds,04d
1586775600,2020-04-13 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.91,9.3,90,,,,,75,803,Clouds,broken clouds,04d
1586779200,2020-04-13 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.14,8.2,70,,,,,75,803,Clouds,broken clouds,04d
1586782800,2020-04-13 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.62,7.2,70,,,,,75,803,Clouds,broken clouds,04d
1586786400,2020-04-13 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.56,7.2,70,,,,,75,803,Clouds,broken clouds,04d
1586790000,2020-04-13 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.31,7.2,70,,,,,75,803,Clouds,broken clouds,04d
1586793600,2020-04-13 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.41,7.2,60,,,,,40,802,Clouds,scattered clouds,03d
1586797200,2020-04-13 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.94,6.2,80,,,,,40,802,Clouds,scattered clouds,03d
1586800800,2020-04-13 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.57,6.2,70,,,,,40,802,Clouds,scattered clouds,03d
1586804400,2020-04-13 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.73,4.6,70,,,,,75,803,Clouds,broken clouds,04d
1586808000,2020-04-13 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.46,3.6,60,,,,,75,803,Clouds,broken clouds,04n
1586811600,2020-04-13 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,3.44,2.6,70,,,,,40,802,Clouds,scattered clouds,03n
1586815200,2020-04-13 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.42,2.6,90,,,,,40,802,Clouds,scattered clouds,03n
1586818800,2020-04-13 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,1.98,1.5,100,,,,,40,802,Clouds,scattered clouds,03n
1586822400,2020-04-14 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,1.82,3.1,310,,,,,40,802,Clouds,scattered clouds,03n
1586826000,2020-04-14 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,1.52,1.5,10,,,,,40,802,Clouds,scattered clouds,03n
1586829600,2020-04-14 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,1.73,1.5,0,,,,,40,802,Clouds,scattered clouds,03n
1586833200,2020-04-14 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,1.11,1.5,10,,,,,40,802,Clouds,scattered clouds,03n
1586836800,2020-04-14 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,0.74,1,0,,,,,40,802,Clouds,scattered clouds,03n
1586840400,2020-04-14 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,0.37,1,0,,,,,40,802,Clouds,scattered clouds,03n
1586844000,2020-04-14 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,0.72,0.5,0,,,,,40,802,Clouds,scattered clouds,03d
1586847600,2020-04-14 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.03,1.28,234,,,,,40,802,Clouds,scattered clouds,03d
1586851200,2020-04-14 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.07,1.5,310,,,,,40,802,Clouds,scattered clouds,03d
1586854800,2020-04-14 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.22,1,0,,,,,40,802,Clouds,scattered clouds,03d
1586858400,2020-04-14 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.93,1.5,0,,,,,48,802,Clouds,scattered clouds,03d
1586862000,2020-04-14 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.34,1,0,,,,,20,801,Clouds,few clouds,02d
1586865600,2020-04-14 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.88,3.6,110,,,,,0,800,Clear,sky is clear,01d
1586869200,2020-04-14 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.19,3.6,110,,,,,20,801,Clouds,few clouds,02d
1586872800,2020-04-14 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.46,3.6,140,,,,,20,801,Clouds,few clouds,02d
1586876400,2020-04-14 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.8,5.1,150,,,,,40,802,Clouds,scattered clouds,03d
1586880000,2020-04-14 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.37,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1586883600,2020-04-14 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.97,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1586887200,2020-04-14 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.08,4.1,140,,,,,75,803,Clouds,broken clouds,04d
1586890800,2020-04-14 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.77,2.6,140,,,,,75,803,Clouds,broken clouds,04d
1586894400,2020-04-14 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.61,2.1,140,,,,,75,803,Clouds,broken clouds,04n
1586898000,2020-04-14 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.29,1.5,160,,,,,3,800,Clear,sky is clear,01n
1586901600,2020-04-14 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.2,1,130,,,,,3,800,Clear,sky is clear,01n
1586905200,2020-04-14 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.78,1,0,,,,,0,800,Clear,sky is clear,01n
1586908800,2020-04-15 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.4,0.5,0,,,,,0,800,Clear,sky is clear,01n
1586912400,2020-04-15 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,3.64,1,280,,,,,0,800,Clear,sky is clear,01n
1586916000,2020-04-15 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.89,2.6,290,,,,,63,803,Clouds,broken clouds,04n
1586919600,2020-04-15 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.86,1.5,0,,,,,63,803,Clouds,broken clouds,04n
1586923200,2020-04-15 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.7,0.5,360,,,,,63,803,Clouds,broken clouds,04n
1586926800,2020-04-15 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.34,1,290,,,,,0,800,Clear,sky is clear,01n
1586930400,2020-04-15 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,1.93,2.1,280,,,,,0,800,Clear,sky is clear,01d
1586934000,2020-04-15 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.14,3.1,290,,,,,0,800,Clear,sky is clear,01d
1586937600,2020-04-15 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.41,1.5,320,,,,,12,801,Clouds,few clouds,02d
1586941200,2020-04-15 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.82,1,0,,,,,12,801,Clouds,few clouds,02d
1586944800,2020-04-15 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.93,1,0,,,,,12,801,Clouds,few clouds,02d
1586948400,2020-04-15 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.8,4.1,100,,,,,0,800,Clear,sky is clear,01d
1586952000,2020-04-15 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.02,3.6,80,,,,,20,801,Clouds,few clouds,02d
1586955600,2020-04-15 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.06,3.6,80,,,,,20,801,Clouds,few clouds,02d
1586959200,2020-04-15 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.65,4.1,110,,,,,20,801,Clouds,few clouds,02d
1586962800,2020-04-15 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.49,4.6,100,,,,,20,801,Clouds,few clouds,02d
1586966400,2020-04-15 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.92,4.6,90,,,,,20,801,Clouds,few clouds,02d
1586970000,2020-04-15 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.25,4.6,90,,,,,20,801,Clouds,few clouds,02d
1586973600,2020-04-15 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.47,3.6,90,,,,,20,801,Clouds,few clouds,02d
1586977200,2020-04-15 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.2,3.1,80,,,,,0,800,Clear,sky is clear,01d
1586980800,2020-04-15 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.32,2.6,110,,,,,0,800,Clear,sky is clear,01n
1586984400,2020-04-15 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.75,3.1,60,,,,,0,800,Clear,sky is clear,01n
1586988000,2020-04-15 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.3,2.1,70,,,,,75,803,Clouds,broken clouds,04n
1586991600,2020-04-15 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.93,2.1,60,,,,,0,800,Clear,sky is clear,01n
1586995200,2020-04-16 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.25,1.5,0,,,,,0,800,Clear,sky is clear,01n
1586998800,2020-04-16 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.33,2.6,60,,,,,0,800,Clear,sky is clear,01n
1587002400,2020-04-16 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.48,4.1,40,,,,,0,800,Clear,sky is clear,01n
1587006000,2020-04-16 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.98,3.1,50,,,,,75,803,Clouds,broken clouds,04n
1587009600,2020-04-16 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.65,4.1,50,,,,,75,803,Clouds,broken clouds,04n
1587013200,2020-04-16 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.18,4.1,40,,,,,75,803,Clouds,broken clouds,04n
1587016800,2020-04-16 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.47,4.6,50,,,,,75,803,Clouds,broken clouds,04d
1587020400,2020-04-16 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.64,4.6,40,,,,,75,803,Clouds,broken clouds,04d
1587024000,2020-04-16 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.58,4.1,40,,,,,75,803,Clouds,broken clouds,04d
1587027600,2020-04-16 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.63,5.1,40,,,,,75,803,Clouds,broken clouds,04d
1587031200,2020-04-16 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.98,5.1,30,,,,,75,803,Clouds,broken clouds,04d
1587034800,2020-04-16 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.34,5.1,50,,,,,40,802,Clouds,scattered clouds,03d
1587038400,2020-04-16 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.81,6.2,50,,,,,20,801,Clouds,few clouds,02d
1587042000,2020-04-16 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.61,5.7,60,,,,,40,802,Clouds,scattered clouds,03d
1587045600,2020-04-16 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.95,5.7,60,,,,,40,802,Clouds,scattered clouds,03d
1587049200,2020-04-16 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.76,5.7,80,,,,,40,802,Clouds,scattered clouds,03d
1587052800,2020-04-16 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.9,5.1,60,,,,,40,802,Clouds,scattered clouds,03d
1587056400,2020-04-16 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.48,4.6,70,,,,,75,803,Clouds,broken clouds,04d
1587060000,2020-04-16 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.06,4.6,80,,,,,75,803,Clouds,broken clouds,04d
1587063600,2020-04-16 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.01,3.6,80,,,,,75,803,Clouds,broken clouds,04d
1587067200,2020-04-16 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.12,3.1,70,,,,,75,803,Clouds,broken clouds,04n
1587070800,2020-04-16 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.8,3.1,70,,,,,75,803,Clouds,broken clouds,04n
1587074400,2020-04-16 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.06,4.1,60,,,,,75,803,Clouds,broken clouds,04n
1587078000,2020-04-16 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.04,5.1,60,,,,,75,803,Clouds,broken clouds,04n
1587081600,2020-04-17 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.01,4.6,70,,,,,75,803,Clouds,broken clouds,04n
