dt,dt_iso,timezone,city_name,lat,lon,temp,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1530403200,2018-07-01 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.11,1.54,0,,,,,38,802,Clouds,scattered clouds,03n
1530406800,2018-07-01 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.01,2.06,310,,,,,9,800,Clear,sky is clear,01n
1530410400,2018-07-01 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.97,2.57,300,,,,,2,800,Clear,sky is clear,01n
1530414000,2018-07-01 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.67,1.54,290,,,,,3,800,Clear,sky is clear,01n
1530417600,2018-07-01 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.38,1.03,0,,,,,6,800,Clear,sky is clear,01n
1530421200,2018-07-01 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.19,3.09,290,,,,,16,801,Clouds,few clouds,02d
1530424800,2018-07-01 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.43,2.57,320,,,,,40,802,Clouds,scattered clouds,03d
1530428400,2018-07-01 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.72,1.54,0,,,,,79,803,Clouds,broken clouds,04d
1530432000,2018-07-01 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.51,2.06,360,,,,,86,804,Clouds,overcast clouds,04d
1530435600,2018-07-01 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.27,3.09,30,,,,,91,804,Clouds,overcast clouds,04d
1530439200,2018-07-01 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.15,4.63,20,,,,,100,804,Clouds,overcast clouds,04d
1530442800,2018-07-01 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.03,5.66,40,,,,,100,804,Clouds,overcast clouds,04d
1530446400,2018-07-01 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.17,5.66,60,,,,,100,804,Clouds,overcast clouds,04d
1530450000,2018-07-01 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.59,4.63,50,,,,,99,804,Clouds,overcast clouds,04d
1530453600,2018-07-01 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.74,6.17,60,,,,,100,804,Clouds,overcast clouds,04d
1530457200,2018-07-01 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.22,5.14,40,,,,,100,804,Clouds,overcast clouds,04d
1530460800,2018-07-01 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.23,5.14,80,,,,,100,804,Clouds,overcast clouds,04d
1530464400,2018-07-01 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.24,5.14,30,,,,,100,804,Clouds,overcast clouds,04d
1530468000,2018-07-01 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.36,6.17,30,,,,,100,804,Clouds,overcast clouds,04d
1530471600,2018-07-01 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.94,6.69,20,,,,,100,804,Clouds,overcast clouds,04d
1530475200,2018-07-01 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.57,5.66,350,,,,,100,804,Clouds,overcast clouds,04d
1530478800,2018-07-01 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.8,6.17,360,,,,,96,804,Clouds,overcast clouds,04n
1530482400,2018-07-01 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.03,4.12,350,,,,,83,803,Clouds,broken clouds,04n
1530486000,2018-07-01 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.67,5.66,350,,,,,63,803,Clouds,broken clouds,04n
1530489600,2018-07-02 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.25,4.12,340,,,,,63,803,Clouds,broken clouds,04n
1530493200,2018-07-02 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.74,4.12,330,,,,,70,803,Clouds,broken clouds,04n
1530496800,2018-07-02 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.75,2.57,310,,,,,7,800,Clear,sky is clear,01n
1530500400,2018-07-02 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.48,2.57,280,,,,,5,800,Clear,sky is clear,01n
1530504000,2018-07-02 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.92,3.6,280,,,,,7,800,Clear,sky is clear,01n
1530507600,2018-07-02 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.37,3.09,300,,,,,23,801,Clouds,few clouds,02d
1530511200,2018-07-02 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.16,3.6,300,,,,,28,802,Clouds,scattered clouds,03d
1530514800,2018-07-02 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.99,4.12,330,,,,,21,801,Clouds,few clouds,02d
1530518400,2018-07-02 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.83,3.09,10,,,,,25,802,Clouds,scattered clouds,03d
1530522000,2018-07-02 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.66,4.63,30,,,,,9,800,Clear,sky is clear,01d
1530525600,2018-07-02 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.11,6.17,40,,,,,0,800,Clear,sky is clear,01d
1530529200,2018-07-02 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.09,6.17,40,,,,,20,801,Clouds,few clouds,02d
1530532800,2018-07-02 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.64,6.17,40,,,,,0,800,Clear,sky is clear,01d
1530536400,2018-07-02 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.08,6.69,50,,,,,3,800,Clear,sky is clear,01d
1530540000,2018-07-02 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.94,7.2,50,,,,,3,800,Clear,sky is clear,01d
1530543600,2018-07-02 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.56,6.2,70,,,,,0,800,Clear,sky is clear,01d
1530547200,2018-07-02 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.96,5.14,40,,,,,20,801,Clouds,few clouds,02d
1530550800,2018-07-02 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.92,6.2,50,,,,,20,801,Clouds,few clouds,02d
1530554400,2018-07-02 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.03,6.17,40,,,,,0,800,Clear,sky is clear,01d
1530558000,2018-07-02 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.11,6.69,30,,,,,0,800,Clear,sky is clear,01d
1530561600,2018-07-02 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.16,6.17,40,,,,,0,800,Clear,sky is clear,01d
1530565200,2018-07-02 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.68,5.14,30,,,,,0,800,Clear,sky is clear,01n
1530568800,2018-07-02 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.56,5.1,30,,,,,0,800,Clear,sky is clear,01n
1530572400,2018-07-02 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.27,5.66,30,,,,,0,800,Clear,sky is clear,01n
1530576000,2018-07-03 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.98,5.14,30,,,,,0,800,Clear,sky is clear,01n
1530579600,2018-07-03 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.08,5.66,50,,,,,0,800,Clear,sky is clear,01n
1530583200,2018-07-03 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14,3.6,60,,,,,0,800,Clear,sky is clear,01n
1530586800,2018-07-03 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.01,2.57,90,,,,,0,800,Clear,sky is clear,01n
1530590400,2018-07-03 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.17,2.6,360,,,,,20,801,Clouds,few clouds,02n
1530594000,2018-07-03 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.22,2.6,10,,,,,20,801,Clouds,few clouds,02d
1530597600,2018-07-03 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.89,3.6,60,,,,,20,801,Clouds,few clouds,02d
1530601200,2018-07-03 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.31,3.6,70,,,,,40,802,Clouds,scattered clouds,03d
1530604800,2018-07-03 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.9,6.17,90,,,,,40,802,Clouds,scattered clouds,03d
1530608400,2018-07-03 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.84,5.66,80,,,,,40,802,Clouds,scattered clouds,03d
1530612000,2018-07-03 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.74,5.14,80,,,,,20,801,Clouds,few clouds,02d
1530615600,2018-07-03 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.17,5.66,80,,,,,20,801,Clouds,few clouds,02d
1530619200,2018-07-03 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.2,5.66,70,,,,,20,801,Clouds,few clouds,02d
1530622800,2018-07-03 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.69,6.17,70,,,,,20,711,Smoke,smoke,50d
1530626400,2018-07-03 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.09,6.69,70,,,,,26,802,Clouds,scattered clouds,03d
1530630000,2018-07-03 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.73,6.69,90,,,,,30,802,Clouds,scattered clouds,03d
1530633600,2018-07-03 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.94,6.2,80,,,,,10,800,Clear,sky is clear,01d
1530637200,2018-07-03 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.14,5.66,90,,,,,8,800,Clear,sky is clear,01d
1530640800,2018-07-03 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.61,5.14,80,,,,,4,800,Clear,sky is clear,01d
1530644400,2018-07-03 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.91,5.1,60,,,,,0,800,Clear,sky is clear,01d
1530648000,2018-07-03 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.29,3.6,50,,,,,0,800,Clear,sky is clear,01d
1530651600,2018-07-03 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.96,2.57,30,,,,,0,800,Clear,sky is clear,01n
1530655200,2018-07-03 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13,1.54,0,,,,,0,800,Clear,sky is clear,01n
1530658800,2018-07-03 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.07,2.06,70,,,,,0,800,Clear,sky is clear,01n
1530662400,2018-07-04 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.54,1.54,0,,,,,0,800,Clear,sky is clear,01n
1530666000,2018-07-04 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.73,1.03,20,,,,,0,800,Clear,sky is clear,01n
1530669600,2018-07-04 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.04,1.54,0,,,,,0,800,Clear,sky is clear,01n
1530673200,2018-07-04 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.67,1.54,330,,,,,20,801,Clouds,few clouds,02n
1530676800,2018-07-04 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.66,1.54,0,,,,,20,801,Clouds,few clouds,02n
1530680400,2018-07-04 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.4,2.57,60,,,,,0,800,Clear,sky is clear,01d
1530684000,2018-07-04 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.32,2.57,100,,,,,7,800,Clear,sky is clear,01d
1530687600,2018-07-04 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.71,3.09,100,,,,,6,800,Clear,sky is clear,01d
1530691200,2018-07-04 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.56,3.09,130,,,,,5,800,Clear,sky is clear,01d
1530694800,2018-07-04 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.96,3.6,140,,,,,20,801,Clouds,few clouds,02d
1530698400,2018-07-04 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.32,3.6,110,,,,,20,801,Clouds,few clouds,02d
1530702000,2018-07-04 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.8,3.6,110,,,,,20,801,Clouds,few clouds,02d
1530705600,2018-07-04 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.69,4.12,120,,,,,40,802,Clouds,scattered clouds,03d
1530709200,2018-07-04 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.7,4.12,120,,,,,20,801,Clouds,few clouds,02d
1530712800,2018-07-04 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.89,5.14,110,,,,,20,801,Clouds,few clouds,02d
1530716400,2018-07-04 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.32,5.14,120,,,,,20,801,Clouds,few clouds,02d
1530720000,2018-07-04 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.91,5.14,130,,,,,20,801,Clouds,few clouds,02d
1530723600,2018-07-04 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.31,5.14,130,,,,,20,801,Clouds,few clouds,02d
1530727200,2018-07-04 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.44,4.63,140,,,,,40,802,Clouds,scattered clouds,03d
1530730800,2018-07-04 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.99,3.6,140,,,,,20,801,Clouds,few clouds,02d
1530734400,2018-07-04 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.7,3.09,150,,,,,40,802,Clouds,scattered clouds,03d
1530738000,2018-07-04 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.77,2.06,170,,,,,34,802,Clouds,scattered clouds,03n
1530741600,2018-07-04 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.16,3.09,230,,,,,2,800,Clear,sky is clear,01n
1530745200,2018-07-04 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.22,4.12,250,,,,,3,800,Clear,sky is clear,01n
1530748800,2018-07-05 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.84,3.6,250,,,,,10,800,Clear,sky is clear,01n
1530752400,2018-07-05 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.05,5.14,270,,,,,8,800,Clear,sky is clear,01n
1530756000,2018-07-05 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.57,4.12,270,,,,,12,801,Clouds,few clouds,02n
1530759600,2018-07-05 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.18,6.17,280,,,,,20,801,Clouds,few clouds,02n
1530763200,2018-07-05 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.23,5.66,280,,,,,75,803,Clouds,broken clouds,04n
1530766800,2018-07-05 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.17,6.17,280,,,,,75,803,Clouds,broken clouds,04d
1530770400,2018-07-05 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.19,5.66,300,,,,,75,803,Clouds,broken clouds,04d
1530774000,2018-07-05 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.28,5.66,290,,,,,75,803,Clouds,broken clouds,04d
1530777600,2018-07-05 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.05,4.12,290,,,,,75,803,Clouds,broken clouds,04d
1530781200,2018-07-05 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.34,3.6,320,,,,,40,802,Clouds,scattered clouds,03d
1530784800,2018-07-05 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.32,2.57,350,,,,,40,802,Clouds,scattered clouds,03d
1530788400,2018-07-05 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.22,2.06,290,,,,,75,803,Clouds,broken clouds,04d
1530792000,2018-07-05 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.63,5.14,90,,,,,75,803,Clouds,broken clouds,04d
1530795600,2018-07-05 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.73,4.12,100,,,,,75,803,Clouds,broken clouds,04d
1530799200,2018-07-05 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.21,3.6,110,,,,,75,803,Clouds,broken clouds,04d
1530802800,2018-07-05 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.18,3.09,80,,,,,75,803,Clouds,broken clouds,04d
1530806400,2018-07-05 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.51,3.6,80,,,,,75,803,Clouds,broken clouds,04d
1530810000,2018-07-05 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.66,4.12,100,,,,,75,803,Clouds,broken clouds,04d
1530813600,2018-07-05 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.14,3.09,120,,,,,75,803,Clouds,broken clouds,04d
1530817200,2018-07-05 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.03,3.6,110,,,,,75,803,Clouds,broken clouds,04d
1530820800,2018-07-05 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.08,3.09,120,,,,,75,803,Clouds,broken clouds,04d
1530824400,2018-07-05 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.29,2.57,140,,,,,40,802,Clouds,scattered clouds,03n
1530828000,2018-07-05 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.33,2.57,130,,,,,40,802,Clouds,scattered clouds,03n
1530831600,2018-07-05 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.27,2.57,140,,,,,40,802,Clouds,scattered clouds,03n
1530835200,2018-07-06 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.37,2.06,110,,,,,40,802,Clouds,scattered clouds,03n
1530838800,2018-07-06 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.4,2.57,90,,,,,40,802,Clouds,scattered clouds,03n
1530842400,2018-07-06 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.16,3.09,80,,,,,75,803,Clouds,broken clouds,04n
1530846000,2018-07-06 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.72,3.6,80,,,,,75,803,Clouds,broken clouds,04n
1530849600,2018-07-06 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.88,3.6,90,,,,,75,803,Clouds,broken clouds,04n
1530853200,2018-07-06 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.04,2.57,120,,,,,75,803,Clouds,broken clouds,04d
1530856800,2018-07-06 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.41,2.57,130,,,,,75,803,Clouds,broken clouds,04d
1530860400,2018-07-06 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.32,2.06,90,,,,,75,803,Clouds,broken clouds,04d
1530864000,2018-07-06 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.76,2.57,320,,,,,75,803,Clouds,broken clouds,04d
1530867600,2018-07-06 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.75,2.57,360,,,,,75,803,Clouds,broken clouds,04d
1530871200,2018-07-06 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.27,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1530874800,2018-07-06 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.78,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1530878400,2018-07-06 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.39,3.09,60,,,,,75,803,Clouds,broken clouds,04d
1530882000,2018-07-06 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.42,2.57,350,,,,,75,803,Clouds,broken clouds,04d
1530885600,2018-07-06 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.97,2.57,300,,,,,20,801,Clouds,few clouds,02d
1530889200,2018-07-06 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.76,4.63,110,,,,,40,802,Clouds,scattered clouds,03d
1530892800,2018-07-06 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.71,4.6,90,,,,,40,802,Clouds,scattered clouds,03d
1530896400,2018-07-06 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20,3.6,120,,,,,75,803,Clouds,broken clouds,04d
1530900000,2018-07-06 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.93,3.09,120,,,,,75,803,Clouds,broken clouds,04d
1530903600,2018-07-06 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.4,3.09,120,,,,,75,803,Clouds,broken clouds,04d
1530907200,2018-07-06 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.29,2.57,130,,,,,75,803,Clouds,broken clouds,04d
1530910800,2018-07-06 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.35,2.57,130,,,,,86,804,Clouds,overcast clouds,04n
1530914400,2018-07-06 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.55,1.03,0,,,,,40,802,Clouds,scattered clouds,03n
1530918000,2018-07-06 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.11,1.03,0,,,,,75,803,Clouds,broken clouds,04n
1530921600,2018-07-07 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.2,4.12,270,,,,,70,803,Clouds,broken clouds,04n
1530925200,2018-07-07 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.24,4.12,270,,,,,50,802,Clouds,scattered clouds,03n
1530928800,2018-07-07 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.02,3.09,260,,,,,68,803,Clouds,broken clouds,04n
1530932400,2018-07-07 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.71,2.57,260,,,,,69,803,Clouds,broken clouds,04n
1530936000,2018-07-07 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.29,2.57,260,,,,,66,803,Clouds,broken clouds,04n
1530939600,2018-07-07 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.76,2.06,260,,,,,66,803,Clouds,broken clouds,04d
1530943200,2018-07-07 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.54,1.54,0,,,,,77,803,Clouds,broken clouds,04d
1530946800,2018-07-07 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.36,3.09,280,,,,,65,803,Clouds,broken clouds,04d
1530950400,2018-07-07 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.69,3.6,300,,,,,20,801,Clouds,few clouds,02d
1530954000,2018-07-07 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.96,3.6,300,,,,,20,801,Clouds,few clouds,02d
1530957600,2018-07-07 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.44,2.57,280,,,,,20,801,Clouds,few clouds,02d
1530961200,2018-07-07 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.33,3.6,260,,,,,75,803,Clouds,broken clouds,04d
1530964800,2018-07-07 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.26,3.6,140,,,,,75,803,Clouds,broken clouds,04d
1530968400,2018-07-07 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.89,4.12,150,,,,,75,803,Clouds,broken clouds,04d
1530972000,2018-07-07 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.27,4.12,140,,,,,75,803,Clouds,broken clouds,04d
1530975600,2018-07-07 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.28,5.14,150,,,,,75,803,Clouds,broken clouds,04d
1530979200,2018-07-07 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.3,4.12,140,,,,,40,802,Clouds,scattered clouds,03d
1530982800,2018-07-07 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.36,5.14,140,,,,,20,801,Clouds,few clouds,02d
1530986400,2018-07-07 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.87,4.63,130,,,,,20,801,Clouds,few clouds,02d
1530990000,2018-07-07 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21,3.6,120,,,,,20,801,Clouds,few clouds,02d
1530993600,2018-07-07 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.18,4.63,110,,,,,20,801,Clouds,few clouds,02d
1530997200,2018-07-07 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.92,2.57,100,,,,,21,801,Clouds,few clouds,02n
1531000800,2018-07-07 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.46,2.57,80,,,,,18,801,Clouds,few clouds,02n
1531004400,2018-07-07 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15,2.06,100,,,,,11,801,Clouds,few clouds,02n
1531008000,2018-07-08 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.59,1.54,90,,,,,7,800,Clear,sky is clear,01n
1531011600,2018-07-08 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.38,1.54,90,,,,,3,800,Clear,sky is clear,01n
1531015200,2018-07-08 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.96,3.09,280,,,,,2,800,Clear,sky is clear,01n
1531018800,2018-07-08 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.74,2.57,280,,,,,10,800,Clear,sky is clear,01n
1531022400,2018-07-08 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.09,2.57,260,,,,,10,800,Clear,sky is clear,01n
1531026000,2018-07-08 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.56,2.06,240,,,,,16,801,Clouds,few clouds,02d
1531029600,2018-07-08 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.16,4.12,260,,,,,75,803,Clouds,broken clouds,04d
1531033200,2018-07-08 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.04,2.57,260,,,,,75,803,Clouds,broken clouds,04d
1531036800,2018-07-08 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.83,3.6,270,,,,,40,802,Clouds,scattered clouds,03d
1531040400,2018-07-08 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.23,4.63,290,,,,,40,802,Clouds,scattered clouds,03d
1531044000,2018-07-08 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.04,4.12,290,,,,,75,803,Clouds,broken clouds,04d
1531047600,2018-07-08 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,22.83,2.57,310,,,,,75,803,Clouds,broken clouds,04d
1531051200,2018-07-08 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,23.25,2.57,310,,,,,75,803,Clouds,broken clouds,04d
