Item;Catalog Number;Type;Supplier name;Tag;Unit of measurement;Purchased;Returned;Sold;Wasted;Purchasing deviation (%);Purchasing deviation (€);Beginning inventory;Expected inventory;Ending inventory;Inventory deviation;Inventory deviation (%);Inventory deviation (€)
Fresh Milk;;Master Product;;;L;52.5;0;71.3067;0;-26.3743 %;-11.897;183.4583;164.6517;164.6517;0;0 %;0
Raspberry Jam, 3.5 kg in Tub, 1 units in package;RASP-JAM-3.5KG;;Kitchen;COS - Kitchen / Breakfast;Tub;0;0;0.23;0;-100 %;-3.7559;-0.04;-0.27;-0.27;0;0 %;0
Sourdough Loaf, 1 unit in bag, 1 units in package;SOUR-LOAF;;Kitchen;COS - Kitchen / Breakfast;bag;0;0;0.5;0;-100 %;-2.475;5.7;5.2;5.2;0;0 %;0
Honey, 1 L in Tub, 1 units in package;HONEY-1L;;Kitchen;COS - Kitchen / Breakfast;Tub;0;0;0.04;0;-100 %;-0.3716;2.97;2.93;2.93;0;0 %;0
Ballymaloe Relish, 1 kg in Container, 1 units in package;BAL-REL;;Kitchen;COS - Kitchen / S&S;Container;0;0;0.22;0;-100 %;-1.21;2.96;2.74;2.74;0;0 %;0
Condensed Milk, 227 g in Tin, 1 units in package;COND-MILK;;Kitchen;COS - Coffee;Tin;0;0;0.1322;0;-100 %;-0.3304;1.4163;1.2841;1.2841;0;0 %;0
Catering Crisps, 200 g in Bag, 1 units in package;CAT-CRISP;;Kitchen;COS - Kitchen / S&S;Bag;0;0;1.075;0;-100 %;-1.3975;24.15;23.075;23.075;0;0 %;0
Peanut Butter & Chocolate Cookie, 1 unit in Each, 1 units in package;PNUT-COOKIE;;Kitchen;COS - Kitchen / Baked Goods;Each;0;0;4;7;-100 %;-2;14;3;3;0;0 %;0
Chicken Mozzarella Wrap, 1 unit in Bag, 1 units in package;CHICK-MOZZ;;Kitchen;;PKGs;0;0;0;0;;0;-4;-4;-4;0;0 %;0
Falafel Wrap, 1 unit in each, 1 units in package;FAL-WRP;;Kitchen;;PKGs;0;0;0;0;;0;-4;-4;-4;0;0 %;0
Turkey Sandwich, 1 unit in Bag, 1 units in package;TUR-SAN;;Kitchen;;PKGs;0;0;0;0;;0;4;4;4;0;0 %;0
