Item;Catalog Number;Type;Supplier name;Tag;Unit of measurement;Purchased;Returned;Sold;Wasted;Purchasing deviation (%);Purchasing deviation (€);Beginning inventory;Expected inventory;Ending inventory;Inventory deviation;Inventory deviation (%);Inventory deviation (€)
Pain au Raisin, 1 unit in each, 1 units in package;PAIN-RAIS;;Kitchen;COS - Kitchen / Baked Goods;each;15;0;6;8;150 %;7.65;-2;-1;-1;0;0 %;0
Chicken Bacon Wrap, 1 EA in bag, 1 units in package;CHICKEN-WRAP;;Kitchen;COS - Kitchen / S&S;bag;3;0;2;0;50 %;3.01;4;5;5;0;0 %;0
CAPRESE ROLL, 1 EA in bag, 1 units in package;CAPRESE;;Kitchen;COS - Kitchen / S&S;bag;3;0;2;0;50 %;2.85;6;7;7;0;0 %;0
Sausage Roll, 1 unit in each, 1 units in package;S-ROLL;;Kitchen;COS - Kitchen / Breakfast;each;10;0;8;1;25 %;2.66;5;6;6;0;0 %;0
Blueberry banana bread, 1 EA in bag, 1 units in package;BAN-BERRYLOAF;;Kitchen;COS - Kitchen / Baked Goods;bag;7;0;7;0;0 %;0;11;11;11;0;0 %;0
Vegan Squash wrap, 1 EA in bag, 1 units in package;VEGAN-SQUASH;;Kitchen;COS - Kitchen / S&S;bag;3;0;2;1;50 %;2.87;3;3;3;0;0 %;0
Bacon Soda, 1 unit in Bag, 1 units in package;BCON-SODA;;Kitchen;COS - Kitchen / Breakfast;Bag;3;0;1;1;200 %;3.3;1;2;2;0;0 %;0
Chicken Chorizo Bap, 1 unit in Bag, 1 units in package;CHICK-CHORIZO;;Kitchen;COS - Kitchen / S&S;Bag;3;0;1;0;200 %;6;-2;0;0;0;;0
Peanut Butter & Chocolate Cookie, 1 unit in Each, 1 units in package;PNUT-COOKIE;;Kitchen;COS - Kitchen / Baked Goods;Each;5;0;3;0;66.6667 %;1;5;7;7;0;0 %;0
Tuna Bap, 1 unit in Each, 1 units in package;TUNA-BAP;;Kitchen;COS - Kitchen / S&S;Each;2;0;0;1;;4.4;0;1;1;0;0 %;0
Fresh Milk;;Master Product;;;L;66;0;64.6717;0;2.054 %;0.8403;144.4083;145.7367;145.7367;0;0 %;0
Raspberry Jam, 3.5 kg in Tub, 1 units in package;RASP-JAM-3.5KG;;Kitchen;COS - Kitchen / Breakfast;Tub;0;0;0.2186;0;-100 %;-3.5693;0.7943;0.5757;0.5757;0;0 %;0
Sourdough Loaf, 1 unit in bag, 1 units in package;SOUR-LOAF;;Kitchen;COS - Kitchen / Breakfast;bag;0;0;0.5;0;-100 %;-2.475;4.4;3.9;3.9;0;0 %;0
Honey, 1 L in Tub, 1 units in package;HONEY-1L;;Kitchen;COS - Kitchen / Breakfast;Tub;0;0;0.1;0;-100 %;-0.929;2.51;2.41;2.41;0;0 %;0
porridge topper, 1 kg in bag, 1 units in package;PORR-TOP;;Kitchen;COS - Kitchen / Breakfast;bag;0;0;0.134;0;-100 %;-1.5839;4.531;4.397;4.397;0;0 %;0
Porridge Oats, 750 g in Bag, 1 units in package;PORR-OATS;;Kitchen;COS - Kitchen / Breakfast;Bag;0;0;0.6667;0;-100 %;-1.6667;11.8333;11.1667;11.1667;0;0 %;0
Ballymaloe Relish, 1 kg in Container, 1 units in package;BAL-REL;;Kitchen;COS - Kitchen / S&S;Container;0;0;0.195;0;-100 %;-1.0725;2.37;2.175;2.175;0;0 %;0
Apple Crumble Cake, 1 unit in Each, 1 units in package;APPLE-CRUMB;;Kitchen;COS - Kitchen / Baked Goods;Each;0;0;3;1;-100 %;-2.1;2;-2;-2;0;0 %;0
Oatmeal Raisin Cookie, 1 unit in each, 1 units in package;OAT-COOK;;Kitchen;COS - Kitchen / Baked Goods;each;0;0;1;0;-100 %;-0.55;19;18;18;0;0 %;0
Condensed Milk, 227 g in Tin, 1 units in package;COND-MILK;;Kitchen;COS - Coffee;Tin;0;0;0.0881;0;-100 %;-0.2203;2.7379;2.6498;2.6498;0;0 %;0
Financier Almond, 1 unit in Unit, 1 units in package;FIN-ALM;;Kitchen;COS - Kitchen / Baked Goods;Unit;0;0;0;0;;0;-25;-25;-25;0;0 %;0
Chicken Mozzarella Wrap, 1 unit in Bag, 1 units in package;CHICK-MOZZ;;Kitchen;;PKGs;0;0;0;0;;0;-3;-3;-3;0;0 %;0
HALLOWEEN PUMPKINS, 1 unit in box;PUMPKIN;;Kitchen;Marketing;PKGs;0;0;0;0;;0;1;1;1;0;0 %;0
Falafel Wrap, 1 unit in each, 1 units in package;FAL-WRP;;Kitchen;;PKGs;0;0;0;0;;0;-4;-4;-4;0;0 %;0
Turkey Sandwich, 1 unit in Bag, 1 units in package;TUR-SAN;;Kitchen;;PKGs;0;0;0;0;;0;4;4;4;0;0 %;0
