Item;Catalog Number;Type;Supplier name;Tag;Unit of measurement;Purchased;Returned;Sold;Wasted;Purchasing deviation (%);Purchasing deviation (€);Beginning inventory;Expected inventory;Ending inventory;Inventory deviation;Inventory deviation (%);Inventory deviation (€)
Sausage Roll, 1 unit in each, 1 units in package;S-ROLL;;Kitchen;COS - Kitchen / Breakfast;each;6;0;2;2;200 %;5.32;-1;1;1;0;0 %;0
Blueberry banana bread, 1 EA in bag, 1 units in package;BAN-BERRYLOAF;;Kitchen;COS - Kitchen / Baked Goods;bag;8;0;7;4;14.2857 %;0.93;4;1;1;0;0 %;0
Vegan Squash wrap, 1 EA in bag, 1 units in package;VEGAN-SQUASH;;Kitchen;COS - Kitchen / S&S;bag;4;0;1;0;300 %;8.61;-1;2;2;0;0 %;0
Bacon Soda, 1 unit in Bag, 1 units in package;BCON-SODA;;Kitchen;COS - Kitchen / Breakfast;Bag;2;0;1;0;100 %;1.65;4;5;5;0;0 %;0
Chicken Chorizo Bap, 1 unit in Bag, 1 units in package;CHICK-CHORIZO;;Kitchen;COS - Kitchen / S&S;Bag;5;0;4;0;25 %;3;-1;0;0;0;;0
Peanut Butter & Chocolate Cookie, 1 unit in Each, 1 units in package;PNUT-COOKIE;;Kitchen;COS - Kitchen / Baked Goods;Each;4;0;6;0;-33.3333 %;-1;6;4;4;0;0 %;0
Tuna Bap, 1 unit in Each, 1 units in package;TUNA-BAP;;Kitchen;COS - Kitchen / S&S;Each;4;0;2;0;100 %;4.4;1;3;3;0;0 %;0
Fresh Milk;;Master Product;;;L;66;0;74.4033;0;-11.2943 %;-5.3159;6.575;-1.8283;-1.8283;0;0 %;0
Honey, 1 L in Tub, 1 units in package;HONEY-1L;;Kitchen;COS - Kitchen / Breakfast;Tub;0;0;0.08;0;-100 %;-0.7432;2.66;2.58;2.58;0;0 %;0
porridge topper, 1 kg in bag, 1 units in package;PORR-TOP;;Kitchen;COS - Kitchen / Breakfast;bag;0;0;0.079;0;-100 %;-0.9338;1.904;1.825;1.825;0;0 %;0
Raspberry Jam, 3.5 kg in Tub, 1 units in package;RASP-JAM-3.5KG;;Kitchen;COS - Kitchen / Breakfast;Tub;0;0;0.2257;0;-100 %;-3.6859;0.4729;0.2471;0.2471;0;0 %;0
Sourdough Loaf, 1 unit in bag, 1 units in package;SOUR-LOAF;;Kitchen;COS - Kitchen / Breakfast;bag;0;0;0.3;0;-100 %;-1.485;3.3;3;3;0;0 %;0
Condensed Milk, 227 g in Tin, 1 units in package;COND-MILK;;Kitchen;COS - Coffee;Tin;0;0;0.0441;0;-100 %;-0.1101;1.2357;1.1916;1.1916;0;0 %;0
Ballymaloe Relish, 1 kg in Container, 1 units in package;BAL-REL;;Kitchen;COS - Kitchen / S&S;Container;0;0;0.095;0;-100 %;-0.5225;0.29;0.195;0.195;0;0 %;0
Oatmeal Raisin Cookie, 1 unit in each, 1 units in package;OAT-COOK;;Kitchen;COS - Kitchen / Baked Goods;each;0;0;1;3;-100 %;-0.55;6;2;2;0;0 %;0
Falafel Wrap, 1 unit in each, 1 units in package;FAL-WRP;;Kitchen;;PKGs;0;0;0;0;;0;-4;-4;-4;0;0 %;0
