Item;Catalog Number;Type;Supplier name;Tag;Unit of measurement;Purchased;Returned;Sold;Wasted;Purchasing deviation (%);Purchasing deviation (€);Beginning inventory;Expected inventory;Ending inventory;Inventory deviation;Inventory deviation (%);Inventory deviation (€)
Soup of the Day;;Master Product;;;L;0;0;0.4;0;-100 %;-0.4;0;-0.4;2.1;2.5;-625 %;2.5
Ballymaloe Relish, 1 kg in Container, 1 units in package;BAL-REL;;Kitchen;COS - Kitchen / S&S;Container;0;0;0.035;0;-100 %;-0.1925;1.5;1.465;1.465;0;0 %;0
Sausage Roll, 1 unit in each, 1 units in package;S-ROLL;;Kitchen;COS - Kitchen / Breakfast;each;0;0;1;6;-100 %;-1.33;5;-2;4;6;-300 %;7.98
Ham & Cheese Toastie, 1 unit, 1 units in package;HC-TOASTIE;;Kitchen;COS - Kitchen / S&S;units;0;0;2;0;-100 %;-4.4;2;0;3;3;;6.6
Condensed Milk, 227 g in Tin, 1 units in package;COND-MILK;;Kitchen;COS - Coffee;Tin;0;0;0.0881;0;-100 %;-0.2203;1.5;1.4119;1.4119;0;0 %;0
Scone Blueberry White Chocolate, 1 unit in Each, 1 units in package;BB-SCONE;;Kitchen;COS - Kitchen / Baked Goods;PKGs;0;0;0;0;;0;-10;-10;-10;0;0 %;0
Financier Almond, 1 unit in Unit, 1 units in package;FIN-ALM;;Kitchen;COS - Kitchen / Baked Goods;Unit;0;0;0;0;;0;-25;-25;-25;0;0 %;0
Tuna Bap, 1 unit in Each, 1 units in package;TUNA-BAP;;Kitchen;COS - Kitchen / S&S;Each;0;0;0;0;;0;1;1;2;1;100 %;2.2
HALLOWEEN PUMPKINS, 1 unit in box;PUMPKIN;;Kitchen;Marketing;PKGs;0;0;0;0;;0;1;1;1;0;0 %;0
Falafel Wrap, 1 unit in each, 1 units in package;FAL-WRP;;Kitchen;;PKGs;0;0;0;0;;0;-4;-4;-4;0;0 %;0
Yoghurt Granola Pot, 1 unit in Pot, 1 units in package;YOG-POT;;Kitchen;COS - Kitchen / Breakfast;Pot;0;0;0;0;;0;0;0;2;2;;3.3
Sourdough Loaf, 1 unit in bag, 1 units in package;SOUR-LOAF;;Kitchen;COS - Kitchen / Breakfast;bag;0;0;0;0;;0;1.9;1.9;1.9;0;0 %;0
CAPRESE ROLL, 1 EA in bag, 1 units in package;CAPRESE;;Kitchen;COS - Kitchen / S&S;bag;0;0;0;0;;0;0;0;3;3;;8.55
Turkey Sandwich, 1 unit in Bag, 1 units in package;TUR-SAN;;Kitchen;;PKGs;0;0;0;0;;0;4;4;4;0;0 %;0
